page_num,genus,epithet,infra,author,misc.
580,Verbascum,lasianthum,,Boiss. ,
580,Verbascum,leptostachyum,,DC. ,
580,Verbascum,leptostachyum,ptychophyllum,,x
580,Verbascum,leptostachyum,Boiss.,,x
580,Verbascum,leptostachyum,tropidocarpum,,x
580,Verbascum,leptostachyum,Murb.,,x
580,Verbascum,levanticum,,I.K.Ferguson ,
580,Verbascum,libanoticum,,Murb. et Thiéb. ,
580,Verbascum,mucronatum,,Lam. ,
580,Verbascum,obovatum,,Hochst. ,
580,Verbascum,oreophilum,,C. Koch ,
580,Verbascum,oreophilum,joannis,(Bordz.) Hub.-Mor. ,var.
580,Verbascum,orientale,,(L.) Ail. ,
580,Verbascum,palmyrense,,Post ,
580,Verbascum,pinetorum,,(Boiss.) O. Kuntze ,
580,Verbascum,ported,,Post ,
580,Verbascum,ptychophyllum,,Boiss. ,
580,Verbascum,qulebicum,,Post emend. Mouterde ,
580,Verbascum,rascheyanum,,Boiss. ,
580,Verbascum,ringens,,Boiss. et Heldr. ,
580,Verbascum,rottmdifolium,,Post non Ten. ,
580,Verbascum,saltense,,Post ,
580,Verbascum,scaposum,,Boiss. ,
580,Verbascum,simplex,,Labili. ,
580,Verbascum,sinaiticum,,Benth. ,
580,Verbascum,sinuatum,,L. ,
580,Verbascum,sinuatum,gaillardotii,(Boiss.) Bornm. ,subsp.
580,Verbascum,sinuatum,tripolitanum,,x
580,Verbascum,sinuatum,Boiss.,,x
580,Verbascum,somaliense,,Baker ,
580,Verbascum,syriacum,,Boiss. ,
580,Verbascum,temacha,,Hochst. ,
581,Verbascum,tiberiadis,,Boiss. ,
581,Verbascum,tiberiadis,stenopetalum,Bprnm. ,var.
581,Verbascum,tripolitanum,,Boiss. ,
581,Verbascum,tropidocarpum,,Murb. ,
581,Verbascum,undulatum,,"Benth. p.p., non Lam. ",
581,Verbascum,undulatum,,Bieb. non Lam. ,
581,Verbena,,,L. ,
581,Verbena,nodiflora,,L. ,
581,Verbena,officinalis,,L. ,
581,Verbena,supina,,L. ,
581,Verbesina,,,L. ,
581,Verbesina,prostrata,,L. ,
581,Veronica,,,L. ,
581,Veronica,aleppica,,Boiss. ,
581,Veronica,anagallis-aquatica,,L. ,
581,Veronica,anagallis-aquatica,anagallis-aquatica,,subsp.
581,Veronica,anagallis-aquatica,michauxii,(Lam.) Jelen. ,subsp.
581,Veronica,anagalloides,,Guss. ,
581,Veronica,anagalloides,anagallis-aquatica,,x
581,Veronica,anagalloides,L.,,x
581,Veronica,arvensis,,L. ,
581,Veronica,balansae,,Stroh ,
581,Veronica,beccabunga,,L. ,
581,Veronica,beccabungoides,,Bornm. ,
581,Veronica,billarderi,,Vahl ,
581,Veronica,biloba,,Schreb. in L. ,
581,Veronica,bombycina,,Boiss. et Kotschy ,
581,Veronica,buxbaumii,,Ten. ,
581,Veronica,caespitosa,,Boiss. ,
581,Veronica,caespitosa,leiophylla,(Boiss.) M.A. Fischer ,subsp.
581,Veronica,caespitosa,glabra,Kotschy ,var.
581,Veronica,caespitosa,leiophylla,Boiss. ,var.
581,Veronica,campylopoda,,Boiss. ,
581,Veronica,conferta,,Boiss. ,
581,Veronica,conferta,glanduligera,Bornm. ,var.
581,Veronica,cymbalaria,,Bodard ,
581,Veronica,cymbalaria,baradostensis,M.A.Fischer ,var.
581,Veronica,cymbalaria,cymbalarioides,(Blanche) Thiéb. ,var.
581,Veronica,cymbalarioides,,Blanche ex Boiss. ,
581,Veronica,debilis,,Freyn ,
581,Veronica,didyma,,auct. vix Ten. ,
581,Veronica,divaricata,,Boiss. et Bal. ,
581,Veronica,glaberrima,,Boiss. et Bal. in Boiss. ,
581,Veronica,glaberrima,glandulifera,Bornm. ,var.
581,Veronica,gorumsensis,,Boiss. et Kotschy ex M.A. ,
581,Veronica,Fischer,,,
581,Veronica,haussknechtii,,Boiss. ,
581,Veronica,hederifolia,,L. ,
581,Veronica,hederifolia,triloba,(Opiz) Celak ,subsp.
581,Veronica,hederifolia,brevipedunculata,Post ,var.
581,Veronica,hispidula,,Boiss. et Huet in Boiss. ,
581,Veronica,leiocarpa,,Boiss. ,
581,Veronica,lysimachioides,,Boiss. ,
581,Veronica,macrostachya,,"sensu Post et Dinsmore, ",
581,Veronica,non,,Vahl ,
581,Veronica,FLORE,,,
581,Veronica,macrostachya,,Vahl ,
581,Veronica,macrostachya,macrostachya,,subsp.
581,Veronica,macrostachya,orientalis,,x
581,Veronica,macrostachya,Miller,,x
581,Veronica,microtheca,,Boiss. et Bal. ,
581,Veronica,midtifida,,L. ,
581,Veronica,nudicaulis,,Kar. et Kir. ,
581,Veronica,orientalis,,Miller ,
581,Veronica,orientalis,leiocarpa,,x
581,Veronica,orientalis,Boiss.,,x
581,Veronica,orientalis,polifolia,(Benth.) Post ,var.
581,Veronica,oxycarpa,,Boiss. in Kotschy ,
581,Veronica,panormitana,,Tineo et Guss. ,
581,Veronica,panormitana,baradostensis,(M.A.Fischer) M. ,subsp.
581,Veronica,panormitana,Fischer,,A.
581,Veronica,panormitana,panormitana,,subsp.
581,Veronica,pedunculata,,"Labili, non Vahl ",
581,Veronica,perpusilla,,Boiss. ex A. DC. in Benth. ,
581,Veronica,persica,,Poir. ,
581,Veronica,polifolia,,Benth. ,
581,Veronica,poliţa,,Fries ,
581,Veronica,pusilla,,Kotschy et Boiss. ,
581,Veronica,reuterana,,Boiss. ,
581,Veronica,samuelssonii,,Rech. ,
581,Veronica,scardica,,Griseb. ,
581,Veronica,scardica,lysimachioides,,x
581,Veronica,scardica,Boiss.,,x
581,Veronica,stenobotrys,,Boiss. et Bl. in Boiss. ,
581,Veronica,syriaca,,Roem. et Sch. ,
581,Veronica,syriaca,debilis,(Freyn) A. Jelen. ,subsp.
581,Veronica,syriaca,pusilla,Benth. in DC. ,var.
581,Veronica,toumefortii,,Gmel. ,
581,Veronica,triloba,,(Opiz) A. Kerner ,
581,Veronica,triphyllos,,L. ,
581,Veronica,viscosa,,Boiss. ,
581,Viburnum,,,L. ,
581,Viburnum,tinus,,L. ,
581,Vicoa,,,Cass. ,
581,Vicoa,pentanema,,Aitch. et Hemsl. ,
581,Vinca,,,L. ,
581,Vinca,herbacea,,Waldst. et Kit. ,
581,Vinca,herbacea,libanotica,(Zucc.) Thiéb. ,var.
581,Vinca,libanotica,,Zucc. ,
581,Vinca,major,,,
581,Vincetoxicum,,,N.M.Wolf ,
581,Vincetoxicum,canescens,,(Willd.) Deche. ,
581,Vincetoxicum,dionysiense,,Mouterde ,
581,Vincetoxicum,parviflorum,,sensu Post non Decne. ,
581,Vitex,,,L. ,
581,Vitex,agnus-castus,,L. ,
581,Warburgina,,,Eig ,
581,Warburgina,factorovskyi,,Eig ,
581,Wiedemannia,,,Fisch. et Mey. ,
581,Wiedemannia,orientalis,,Fisch. et Mey. ,
581,Withania,,,Pauquy ,
581,Withania,somnifera,,(L.) Dun. in DC. ,
582,Xanthium,,,,Xanthium
582,L.,,,,x
582,L.,antiquorum,,Wallr. ,
582,L.,brasilicum,,Vellozo ,
582,L.,echinatum,,Murray ,
582,L.,spinosum,,L. ,
582,L.,strumarium,,L. ,
582,L.,strumarium,cavanillesii,(Schouw.) D.Lôve ,subsp.
582,L.,strumarium,P.,Dansereau ,et
582,L.,strumarium,strumarium,,subsp.
582,Xeranthemum,,,,Xeranthemum
582,L.,,,,x
582,L.,annuum,,L. ,
582,L.,annuum,inapertum,L. ,var.
582,L.,annuum,orientale,L. ,var.
582,L.,cylindraceum,,Sm. in Sibth. et Sm. ,
582,L.,foetidum,,Moench ,
582,L.,inapertum,,(L.) Miller ,
582,L.,longipapposum,,Fisch. et Mey. ,
582,L.,pungens,,Lam. ,
582,L.,squarrosum,,Boiss. ,
582,Zacintha,,,Miller ,
582,Zacintha,verrucosa,,Gaertn. ,
582,Ziziphora,,,L. ,
582,Ziziphora,'Abd-el-'asissi,,Hand.-Mazz. ,
582,Ziziphora,acutifolia,,Montb. et Auch. ,
582,Ziziphora,canescens,,Benth. ,
582,Ziziphora,capitata,,L. ,
582,Ziziphora,capitata,orientalis,Sam. ex Rech. fil. ,subsp.
582,Ziziphora,clinopodioides,,Lam. ,
582,Ziziphora,clinopodioides,canescens,(Benth.) Boiss. ,var.
582,Ziziphora,persica,,Bunge ,
582,Ziziphora,taurica,,Bieb. ,
582,Ziziphora,tenuior,,L. ,
582,Zoegea,,,L. ,
582,Zoegea,leptaurea,,L. ,
582,Zoegea,purpurea,,Fresen. ,
582,Zollikoferia,,,DC. ,
582,Zollikoferia,nudicaulis,,(L.) Boiss. ,
582,Zollikoferia,tenuiloba,,Boiss. ,
